JNJ
Date,Adj Close,Close,High,Low,Open,Volume
2020-09-21,125.81222534179688,145.10000610351562,147.92999267578125,142.9600067138672,147.5800018310547,7574500
2020-09-22,125.04045867919922,144.2100067138672,145.35000610351562,143.72000122070312,144.69000244140625,5295900
2020-09-23,125.23990631103516,144.44000244140625,147.5500030517578,144.3800048828125,147.47999572753906,8784400
2020-09-24,125.43932342529297,144.6699981689453,145.25,143.33999633789062,144.55999755859375,5614800
2020-09-25,126.2977523803711,145.66000366210938,146.25,143.88999938964844,144.0,5531200
2020-09-28,127.55499267578125,147.11000061035156,148.2899932861328,146.4199981689453,146.72999572753906,5843200
2020-09-29,127.51164245605469,147.05999755859375,147.9199981689453,146.05999755859375,147.60000610351562,6768600
2020-09-30,129.08973693847656,148.8800048828125,149.72999572753906,146.83999633789062,147.4499969482422,8487700
2020-10-01,127.73709869384766,147.32000732421875,149.64999389648438,146.4600067138672,149.30999755859375,6457800
2020-10-02,126.8006591796875,146.24000549316406,148.41000366210938,145.8300018310547,146.2100067138672,5485600
2020-10-05,128.52610778808594,148.22999572753906,148.3800048828125,146.4199981689453,147.0,4992800
2020-10-06,126.81800079345703,146.25999450683594,148.61000061035156,145.8699951171875,148.27999877929688,5118200
2020-10-07,128.22264099121094,147.8800048828125,148.22999572753906,145.80999755859375,146.49000549316406,5603100
2020-10-08,129.098388671875,148.88999938964844,149.85000610351562,148.0399932861328,148.5,4413500
2020-10-09,130.9019012451172,150.97000122070312,151.47999572753906,149.4499969482422,149.64999389648438,5054100
2020-10-12,131.65625,151.83999633789062,153.13999938964844,151.02000427246094,151.60000610351562,7273200
2020-10-13,128.63885498046875,148.36000061035156,150.1199951171875,147.77000427246094,149.0,11057600
2020-10-14,128.4133758544922,148.10000610351562,149.02999877929688,147.38999938964844,148.82000732421875,7706400
2020-10-15,127.62437438964844,147.19000244140625,147.89999389648438,146.3300018310547,147.47999572753906,5978600
2020-10-16,128.4133758544922,148.10000610351562,148.75999450683594,147.00999450683594,147.60000610351562,6097000
2020-10-19,125.13587951660156,144.32000732421875,148.89999389648438,144.1300048828125,148.52999877929688,7250800
2020-10-20,125.33528900146484,144.5500030517578,145.75,144.1199951171875,144.66000366210938,5325400
2020-10-21,124.7977066040039,143.92999267578125,145.33999633789062,143.91000366210938,144.1199951171875,5221300
2020-10-22,125.79488372802734,145.0800018310547,145.69000244140625,143.83999633789062,144.16000366210938,5279700
2020-10-23,125.9335708618164,145.24000549316406,147.47000122070312,144.35000610351562,145.8800048828125,4154400
2020-10-26,124.83240509033203,143.97000122070312,144.77000427246094,142.75,144.42999267578125,6929500
2020-10-27,124.12140655517578,143.14999389648438,144.2899932861328,142.9199981689453,143.74000549316406,4890100
2020-10-28,119.9681167602539,138.36000061035156,141.97999572753906,138.17999267578125,141.42999267578125,8426100
2020-10-29,118.95365142822266,137.19000244140625,138.6999969482422,136.0500030517578,138.0,7205400
2020-10-30,118.88428497314453,137.11000061035156,137.5399932861328,133.64999389648438,136.67999267578125,7364100
2020-11-02,120.25424194335938,138.69000244140625,139.00999450683594,137.49000549316406,138.97999572753906,7088000
2020-11-03,120.08950805664062,138.5,140.9600067138672,137.77999877929688,140.02000427246094,6363000
2020-11-04,120.8698501586914,139.39999389648438,142.5399932861328,138.6999969482422,139.49000549316406,10263500
2020-11-05,121.1820068359375,139.75999450683594,141.8300018310547,139.25999450683594,140.5500030517578,8016200
2020-11-06,123.34102630615234,142.25,143.19000244140625,139.64999389648438,140.39999389648438,5942500
2020-11-09,126.66193389892578,146.0800018310547,148.99000549316406,144.9199981689453,148.42999267578125,12351600
2020-11-10,128.5694580078125,148.27999877929688,148.75,146.25999450683594,147.25,7386500
2020-11-11,128.1532745361328,147.8000030517578,149.1999969482422,146.86000061035156,149.1699981689453,6382400
2020-11-12,128.5868377685547,148.3000030517578,148.64999389648438,146.75,147.61000061035156,4710300
2020-11-13,129.97412109375,149.89999389648438,150.41000366210938,148.41000366210938,149.08999633789062,5893500
2020-11-16,130.79783630371094,150.85000610351562,151.3000030517578,149.8000030517578,150.9199981689453,6266400
2020-11-17,129.49725341796875,149.35000610351562,150.6300048828125,149.1199951171875,150.0,7297700
2020-11-18,127.78041076660156,147.3699951171875,149.75999450683594,147.3699951171875,148.8699951171875,6661000
2020-11-19,127.58103942871094,147.13999938964844,147.4600067138672,145.58999633789062,147.3000030517578,7987700
2020-11-20,126.90467071533203,146.36000061035156,147.94000244140625,146.1300048828125,147.0500030517578,6354900
2020-11-23,125.61250305175781,143.8699951171875,146.00999450683594,143.0399932861328,146.00999450683594,7318300
2020-11-24,125.61250305175781,143.8699951171875,144.75999450683594,143.61000061035156,144.0,11034800
2020-11-25,125.44661712646484,143.67999267578125,144.1699981689453,142.86000061035156,144.05999755859375,7594600
2020-11-27,125.72603607177734,144.0,144.66000366210938,143.22000122070312,144.5,3059000
2020-11-30,126.31971740722656,144.67999267578125,144.86000061035156,143.05999755859375,144.22999572753906,15663200
2020-12-01,128.73817443847656,147.4499969482422,149.1300048828125,145.86000061035156,146.2899932861328,9738200
2020-12-02,129.34063720703125,148.13999938964844,149.7100067138672,147.6999969482422,147.85000610351562,7745500
2020-12-03,130.09146118164062,149.0,149.5800018310547,147.69000244140625,148.0399932861328,7310500
2020-12-04,131.20034790039062,150.27000427246094,150.30999755859375,149.27000427246094,149.7899932861328,6747100
2020-12-07,130.06532287597656,148.97000122070312,149.91000366210938,148.50999450683594,149.35000610351562,6634700
2020-12-08,132.31790161132812,151.5500030517578,152.13999938964844,149.5500030517578,150.0,8339800
2020-12-09,133.6711883544922,153.10000610351562,153.5,151.75999450683594,152.8300018310547,8440100
2020-12-10,132.92906188964844,152.25,152.97999572753906,151.67999267578125,152.82000732421875,7392900
2020-12-11,133.5402069091797,152.9499969482422,153.41000366210938,151.22999572753906,151.52999877929688,5977400
2020-12-14,130.15260314941406,149.07000732421875,153.47999572753906,148.99000549316406,153.25,8547300
2020-12-15,131.46226501464844,150.57000732421875,150.75,149.52999877929688,150.0,7612600
2020-12-16,130.67645263671875,149.6699981689453,150.9199981689453,149.5500030517578,150.1999969482422,8486100
2020-12-17,134.12518310546875,153.6199951171875,153.88999938964844,149.9600067138672,150.08999633789062,9920300
2020-12-18,134.9022674560547,154.50999450683594,155.10000610351562,151.6699981689453,153.64999389648438,17137200
2020-12-21,133.6013641357422,153.02000427246094,153.41000366210938,150.0500030517578,152.00999450683594,7893400
2020-12-22,133.3394317626953,152.72000122070312,153.89999389648438,151.86000061035156,152.39999389648438,4699500
2020-12-23,132.65838623046875,151.94000244140625,153.60000610351562,151.89999389648438,152.8000030517578,4607300
2020-12-24,133.1211700439453,152.47000122070312,153.0399932861328,151.82000732421875,151.85000610351562,2114900
2020-12-28,133.7498016357422,153.19000244140625,153.8699951171875,152.3000030517578,153.32000732421875,3855500
2020-12-29,134.57920837402344,154.13999938964844,154.92999267578125,153.8000030517578,154.11000061035156,5212000
2020-12-30,136.246826171875,156.0500030517578,156.3800048828125,154.60000610351562,154.74000549316406,5412800
2020-12-31,137.40806579589844,157.3800048828125,157.66000366210938,155.11000061035156,156.52999877929688,5099900
2021-01-04,136.6397247314453,156.5,157.3800048828125,154.1300048828125,157.24000549316406,11765900
