PG
Date,Adj Close,Close,High,Low,Open,Volume
2020-09-21,120.80684661865234,136.7100067138672,137.47000122070312,134.6999969482422,137.0,7092600
2020-09-22,121.91144561767578,137.9600067138672,139.02999877929688,136.24000549316406,136.49000549316406,4722800
2020-09-23,120.45336151123047,136.30999755859375,138.4199981689453,136.08999633789062,138.4199981689453,6373700
2020-09-24,120.99238586425781,136.9199981689453,137.14999389648438,135.7100067138672,136.6699981689453,5708200
2020-09-25,121.61097717285156,137.6199951171875,137.99000549316406,135.88999938964844,135.88999938964844,4969900
2020-09-28,121.95561218261719,138.00999450683594,139.94000244140625,137.77999877929688,138.55999755859375,5810800
2020-09-29,121.2928695678711,137.25999450683594,138.4199981689453,136.66000366210938,138.38999938964844,4492100
2020-09-30,122.82160949707031,138.99000549316406,139.85000610351562,137.80999755859375,138.16000366210938,8727800
2020-10-01,123.04251861572266,139.24000549316406,139.99000549316406,138.2100067138672,139.5800018310547,5713400
2020-10-02,122.05282592773438,138.1199951171875,139.1199951171875,136.9499969482422,137.92999267578125,6077900
2020-10-05,123.17509460449219,139.38999938964844,139.64999389648438,138.3000030517578,138.72000122070312,6333900
2020-10-06,123.36949157714844,139.61000061035156,140.77000427246094,138.80999755859375,139.4199981689453,6042900
2020-10-07,124.33267211914062,140.6999969482422,141.38999938964844,139.3699951171875,140.0800018310547,4640900
2020-10-08,125.17220306396484,141.64999389648438,141.92999267578125,140.36000061035156,140.55999755859375,4569800
2020-10-09,126.29446411132812,142.9199981689453,143.63999938964844,141.6999969482422,141.83999633789062,6551700
2020-10-12,127.68181610107422,144.49000549316406,145.3300018310547,143.3300018310547,143.3300018310547,5791500
2020-10-13,127.43439483642578,144.2100067138672,144.83999633789062,143.4600067138672,143.82000732421875,4509400
2020-10-14,127.28412628173828,144.0399932861328,145.10000610351562,143.0800018310547,144.17999267578125,3860700
2020-10-15,127.0986099243164,143.8300018310547,144.38999938964844,142.88999938964844,143.05999755859375,4997100
2020-10-16,127.59342956542969,144.38999938964844,145.8699951171875,143.9199981689453,144.4199981689453,6806100
2020-10-19,125.40190124511719,141.91000366210938,145.38999938964844,141.1300048828125,144.47000122070312,6427600
2020-10-20,125.90560913085938,142.47999572753906,145.69000244140625,141.89999389648438,145.61000061035156,7582100
2020-10-21,126.58604431152344,143.25,144.33999633789062,142.47000122070312,142.49000549316406,5649700
2020-10-22,125.68946838378906,141.4499969482422,142.75,141.0800018310547,141.49000549316406,4502900
2020-10-23,126.515869140625,142.3800048828125,142.8800048828125,141.75999450683594,141.75999450683594,4278100
2020-10-26,125.55620574951172,141.3000030517578,142.0500030517578,140.00999450683594,141.5,5315500
2020-10-27,126.49809265136719,142.36000061035156,143.33999633789062,141.64999389648438,141.94000244140625,6806700
2020-10-28,122.32173919677734,137.66000366210938,140.94000244140625,137.30999755859375,140.4499969482422,8192200
2020-10-29,122.24179077148438,137.57000732421875,139.08999633789062,135.8000030517578,137.35000610351562,5476900
2020-10-30,121.82415008544922,137.10000610351562,137.99000549316406,134.67999267578125,137.17999267578125,6422000
2020-11-02,123.06816101074219,138.5,140.0,137.44000244140625,138.50999450683594,6682800
2020-11-03,125.48507690429688,141.22000122070312,142.66000366210938,139.32000732421875,139.32000732421875,6244200
2020-11-04,124.9697265625,140.63999938964844,143.0,140.27000427246094,140.4600067138672,5820600
2020-11-05,126.515869140625,142.3800048828125,143.52999877929688,141.77999877929688,142.44000244140625,5673100
2020-11-06,127.2711410522461,143.22999572753906,144.07000732421875,142.3800048828125,142.6699981689453,4702300
2020-11-09,122.6150131225586,137.99000549316406,146.9199981689453,137.60000610351562,146.14999389648438,12664700
2020-11-10,124.63206481933594,140.25999450683594,140.6199951171875,137.14999389648438,138.10000610351562,7854000
2020-11-11,126.24039459228516,142.07000732421875,143.0,140.64999389648438,141.85000610351562,5554300
2020-11-12,126.31145477294922,142.14999389648438,142.5500030517578,141.07000732421875,142.2899932861328,5631700
2020-11-13,128.20419311523438,144.27999877929688,144.47999572753906,141.8800048828125,142.2100067138672,6466800
2020-11-16,126.56027221679688,142.42999267578125,144.77999877929688,141.25999450683594,144.77999877929688,7976600
2020-11-17,126.07154846191406,141.8800048828125,143.47000122070312,141.75,141.88999938964844,6396800
2020-11-18,124.13446044921875,139.6999969482422,142.10000610351562,139.66000366210938,141.99000549316406,6097100
2020-11-19,123.98339080810547,139.52999877929688,140.1199951171875,138.4499969482422,139.8699951171875,5284100
2020-11-20,123.77908325195312,139.3000030517578,140.35000610351562,138.6300048828125,139.52999877929688,4726900
2020-11-23,123.29918670654297,138.75999450683594,139.9499969482422,137.86000061035156,139.32000732421875,4770600
2020-11-24,122.89936828613281,138.30999755859375,139.83999633789062,138.07000732421875,138.8300018310547,7101800
2020-11-25,123.2281265258789,138.67999267578125,139.38999938964844,138.0399932861328,138.16000366210938,8411300
2020-11-27,123.16592407226562,138.61000061035156,138.88999938964844,137.52999877929688,138.58999633789062,4252200
2020-11-30,123.3969497680664,138.8699951171875,139.1999969482422,136.74000549316406,138.0,11640400
2020-12-01,123.84125518798828,139.3699951171875,139.5399932861328,138.16000366210938,139.16000366210938,7169700
2020-12-02,122.94377899169922,138.36000061035156,139.94000244140625,137.49000549316406,139.3699951171875,6963000
2020-12-03,122.03742218017578,137.33999633789062,138.35000610351562,135.5399932861328,138.08999633789062,8742500
2020-12-04,122.1529312133789,137.47000122070312,137.86000061035156,135.8699951171875,137.2100067138672,6617200
2020-12-07,122.33953094482422,137.67999267578125,137.74000549316406,136.55999755859375,136.61000061035156,6918000
2020-12-08,122.6683120727539,138.0500030517578,138.77999877929688,136.42999267578125,137.02000427246094,6493500
2020-12-09,121.2110366821289,136.41000366210938,138.0399932861328,136.25,137.8300018310547,6773400
2020-12-10,120.41130065917969,135.50999450683594,136.9199981689453,135.0399932861328,136.52000427246094,6800500
2020-12-11,121.2999038696289,136.50999450683594,136.8000030517578,134.1999969482422,134.4600067138672,6548000
2020-12-14,120.71343231201172,135.85000610351562,137.92999267578125,135.77000427246094,137.02000427246094,6485300
2020-12-15,121.42430114746094,136.64999389648438,137.5399932861328,136.24000549316406,136.38999938964844,5397000
2020-12-16,121.9752426147461,137.27000427246094,138.27000427246094,136.7100067138672,136.7100067138672,5382500
2020-12-17,122.84602355957031,138.25,139.1199951171875,137.9499969482422,138.00999450683594,7405300
2020-12-18,123.54798889160156,139.0399932861328,140.07000732421875,137.4499969482422,138.25999450683594,19988800
2020-12-21,122.19737243652344,137.52000427246094,138.42999267578125,136.22000122070312,137.9600067138672,6732400
2020-12-22,121.3354263305664,136.5500030517578,138.07000732421875,136.3800048828125,137.2899932861328,5023100
2020-12-23,121.14886474609375,136.33999633789062,137.5500030517578,136.1300048828125,137.38999938964844,6004200
2020-12-24,122.37508392333984,137.72000122070312,138.1300048828125,136.1999969482422,136.1999969482422,2588200
2020-12-28,123.2281265258789,138.67999267578125,139.38999938964844,137.9499969482422,138.14999389648438,3714700
2020-12-29,122.99710083007812,138.4199981689453,139.94000244140625,138.1999969482422,139.22000122070312,5139300
2020-12-30,122.41949462890625,137.77000427246094,138.9199981689453,137.5500030517578,138.60000610351562,3261400
2020-12-31,123.63684844970703,139.13999938964844,139.2899932861328,137.38999938964844,138.30999755859375,4076400
2021-01-04,122.46392822265625,137.82000732421875,139.86000061035156,136.35000610351562,139.66000366210938,8330900
2021-01-05,123.24588775634766,138.6999969482422,138.9199981689453,136.27000427246094,137.99000549316406,6856400
2021-01-06,124.54322052001953,140.16000366210938,141.0399932861328,138.60000610351562,138.77000427246094,10578000
2021-01-07,123.37915802001953,138.85000610351562,140.1300048828125,138.0399932861328,139.75,7355400
2021-01-08,123.32584381103516,138.7899932861328,139.05999755859375,137.0,138.47000122070312,7448500
2021-01-11,122.49059295654297,137.85000610351562,139.44000244140625,137.60000610351562,138.75,7239900
2021-01-12,121.77972412109375,137.0500030517578,138.25,136.24000549316406,137.85000610351562,6333500
2021-01-13,121.9663314819336,137.25999450683594,138.07000732421875,137.10000610351562,137.10000610351562,6078800
2021-01-14,120.66903686523438,135.8000030517578,137.64999389648438,135.27999877929688,137.42999267578125,6172800
2021-01-15,119.76266479492188,134.77999877929688,136.1999969482422,134.66000366210938,135.25,7757600
2021-01-19,118.71414184570312,133.60000610351562,136.36000061035156,133.55999755859375,135.6999969482422,9184900
2021-01-20,117.230224609375,131.92999267578125,133.8000030517578,131.25999450683594,132.52999877929688,12506600
2021-01-21,117.11488342285156,131.00999450683594,131.99000549316406,130.50999450683594,130.64999389648438,8761600
2021-01-22,116.21200561523438,130.0,131.47000122070312,129.99000549316406,131.02000427246094,7202800
2021-01-25,118.21442413330078,132.24000549316406,133.0,129.89999389648438,129.9499969482422,9640000
